town,county,office,district,party,candidate,winner,votes
Weare,Hillsborough,President,,CON,Virgil Goode,False,2
Webster,Merrimack,President,,CON,Virgil Goode,False,0
Wentworth,Grafton,President,,CON,Virgil Goode,False,1
Wentworth's Location,Coos,President,,CON,Virgil Goode,False,0
Westmoreland,Cheshire,President,,CON,Virgil Goode,False,1
Whitefield,Coos,President,,CON,Virgil Goode,False,0
Wilmot,Merrimack,President,,CON,Virgil Goode,False,2
Wilton,Hillsborough,President,,CON,Virgil Goode,False,3
Winchester,Cheshire,President,,CON,Virgil Goode,False,7
Windham,Rockingham,President,,CON,Virgil Goode,False,3
Windsor,Hillsborough,President,,CON,Virgil Goode,False,0
Wolfeboro,Carroll,President,,CON,Virgil Goode,False,3
Woodstock,Grafton,President,,CON,Virgil Goode,False,2
Acworth,Sullivan,President,,IND,Ron Paul,False,1
Albany,Carroll,President,,IND,Ron Paul,False,0
Alexandria,Grafton,President,,IND,Ron Paul,False,6
Allenstown,Merrimack,President,,IND,Ron Paul,False,8
Alstead,Cheshire,President,,IND,Ron Paul,False,3
Alton,Belknap,President,,IND,Ron Paul,False,9
Amherst,Hillsborough,President,,IND,Ron Paul,False,14
Andover,Merrimack,President,,IND,Ron Paul,False,0
Antrim,Hillsborough,President,,IND,Ron Paul,False,3
Ashland,Grafton,President,,IND,Ron Paul,False,5
At. & Gil. Academy Grant,Coos,President,,IND,Ron Paul,False,0
Atkinson,Rockingham,President,,IND,Ron Paul,False,4
Auburn,Rockingham,President,,IND,Ron Paul,False,5
Barnstead,Belknap,President,,IND,Ron Paul,False,7
Barrington,Strafford,President,,IND,Ron Paul,False,14
Bartlett,Carroll,President,,IND,Ron Paul,False,0
Bath,Grafton,President,,IND,Ron Paul,False,4
Bean's Grant,Coos,President,,IND,Ron Paul,False,0
Bean's Purchase,Coos,President,,IND,Ron Paul,False,0
Bedford,Hillsborough,President,,IND,Ron Paul,False,10
Belmont,Belknap,President,,IND,Ron Paul,False,6
Bennington,Hillsborough,President,,IND,Ron Paul,False,7
Benton,Grafton,President,,IND,Ron Paul,False,0
Berlin,Coos,President,,IND,Ron Paul,False,14
Bethlehem,Grafton,President,,IND,Ron Paul,False,1
Boscawen,Merrimack,President,,IND,Ron Paul,False,8
Bow,Merrimack,President,,IND,Ron Paul,False,7
Bradford,Merrimack,President,,IND,Ron Paul,False,3
Brentwood,Rockingham,President,,IND,Ron Paul,False,3
Bridgewater,Grafton,President,,IND,Ron Paul,False,1
Bristol,Grafton,President,,IND,Ron Paul,False,19
Brookfield,Carroll,President,,IND,Ron Paul,False,7
Brookline,Hillsborough,President,,IND,Ron Paul,False,1
Cambridge,Coos,President,,IND,Ron Paul,False,0
Campton,Grafton,President,,IND,Ron Paul,False,2
Canaan,Grafton,President,,IND,Ron Paul,False,14
Candia,Rockingham,President,,IND,Ron Paul,False,6
Canterbury,Merrimack,President,,IND,Ron Paul,False,2
Carroll,Coos,President,,IND,Ron Paul,False,2
Center Harbor,Belknap,President,,IND,Ron Paul,False,1
Chandler's Purchase,Coos,President,,IND,Ron Paul,False,0
Charlestown,Sullivan,President,,IND,Ron Paul,False,8
Chatham,Carroll,President,,IND,Ron Paul,False,0
Chester,Rockingham,President,,IND,Ron Paul,False,7
Chesterfield,Cheshire,President,,IND,Ron Paul,False,5
Chichester,Merrimack,President,,IND,Ron Paul,False,5
Claremont,Sullivan,President,,IND,Ron Paul,False,7
Clarksville,Coos,President,,IND,Ron Paul,False,1
Colebrook,Coos,President,,IND,Ron Paul,False,6
Columbia,Coos,President,,IND,Ron Paul,False,0
Concord,Merrimack,President,,IND,Ron Paul,False,27
Conway,Carroll,President,,IND,Ron Paul,False,11
Cornish,Sullivan,President,,IND,Ron Paul,False,3
Crawford's Purchase,Coos,President,,IND,Ron Paul,False,0
Croydon,Sullivan,President,,IND,Ron Paul,False,2
Cutt's Grant,Coos,President,,IND,Ron Paul,False,0
Dalton,Coos,President,,IND,Ron Paul,False,7
Danbury,Merrimack,President,,IND,Ron Paul,False,2
Danville,Rockingham,President,,IND,Ron Paul,False,0
Deerfield,Rockingham,President,,IND,Ron Paul,False,8
Deering,Hillsborough,President,,IND,Ron Paul,False,3
Derry,Rockingham,President,,IND,Ron Paul,False,39
Dix's Grant,Coos,President,,IND,Ron Paul,False,0
Dixville,Coos,President,,IND,Ron Paul,False,0
Dorchester,Grafton,President,,IND,Ron Paul,False,2
Dover,Strafford,President,,IND,Ron Paul,False,29
Dublin,Cheshire,President,,IND,Ron Paul,False,2
Dummer,Coos,President,,IND,Ron Paul,False,0
Dunbarton,Merrimack,President,,IND,Ron Paul,False,3
Durham,Strafford,President,,IND,Ron Paul,False,8
East Kingston,Rockingham,President,,IND,Ron Paul,False,1
Easton,Grafton,President,,IND,Ron Paul,False,0
Eaton,Carroll,President,,IND,Ron Paul,False,3
Effingham,Carroll,President,,IND,Ron Paul,False,6
Ellsworth,Grafton,President,,IND,Ron Paul,False,0
Enfield,Grafton,President,,IND,Ron Paul,False,7
Epping,Rockingham,President,,IND,Ron Paul,False,13
Epsom,Merrimack,President,,IND,Ron Paul,False,5
Errol,Coos,President,,IND,Ron Paul,False,0
Erving's Location,Coos,President,,IND,Ron Paul,False,0
Exeter,Rockingham,President,,IND,Ron Paul,False,0
Farmington,Strafford,President,,IND,Ron Paul,False,7
Fitzwilliam,Cheshire,President,,IND,Ron Paul,False,1
Francestown,Hillsborough,President,,IND,Ron Paul,False,9
Franconia,Grafton,President,,IND,Ron Paul,False,0
Franklin,Merrimack,President,,IND,Ron Paul,False,20
Freedom,Carroll,President,,IND,Ron Paul,False,3
Fremont,Rockingham,President,,IND,Ron Paul,False,4
Gilford,Belknap,President,,IND,Ron Paul,False,13
Gilmanton,Belknap,President,,IND,Ron Paul,False,6
Gilsum,Cheshire,President,,IND,Ron Paul,False,2
Goffstown,Hillsborough,President,,IND,Ron Paul,False,15
Gorham,Coos,President,,IND,Ron Paul,False,2
Goshen,Sullivan,President,,IND,Ron Paul,False,2
Grafton,Grafton,President,,IND,Ron Paul,False,3
Grantham,Sullivan,President,,IND,Ron Paul,False,2
Green's Grant,Coos,President,,IND,Ron Paul,False,0
Greenfield,Hillsborough,President,,IND,Ron Paul,False,0
Greenland,Rockingham,President,,IND,Ron Paul,False,5
Greenville,Hillsborough,President,,IND,Ron Paul,False,2
Groton,Grafton,President,,IND,Ron Paul,False,0
Hadley's Purchase,Coos,President,,IND,Ron Paul,False,0
Hale's Location,Carroll,President,,IND,Ron Paul,False,0
Hampstead,Rockingham,President,,IND,Ron Paul,False,7
Hampton,Rockingham,President,,IND,Ron Paul,False,14
Hampton Falls,Rockingham,President,,IND,Ron Paul,False,1
Hancock,Hillsborough,President,,IND,Ron Paul,False,1
Hanover,Grafton,President,,IND,Ron Paul,False,5
Harrisville,Cheshire,President,,IND,Ron Paul,False,1
Hart's Location,Carroll,President,,IND,Ron Paul,False,0
Haverhill,Grafton,President,,IND,Ron Paul,False,7
Hebron,Grafton,President,,IND,Ron Paul,False,1
Henniker,Merrimack,President,,IND,Ron Paul,False,6
Hill,Merrimack,President,,IND,Ron Paul,False,3
Hillsborough,Hillsborough,President,,IND,Ron Paul,False,15
Hinsdale,Cheshire,President,,IND,Ron Paul,False,4
Holderness,Grafton,President,,IND,Ron Paul,False,1
Hollis,Hillsborough,President,,IND,Ron Paul,False,5
Hooksett,Merrimack,President,,IND,Ron Paul,False,1
Hopkinton,Merrimack,President,,IND,Ron Paul,False,9
Hudson,Hillsborough,President,,IND,Ron Paul,False,11
Jackson,Carroll,President,,IND,Ron Paul,False,0
Jaffrey,Cheshire,President,,IND,Ron Paul,False,13
Jefferson,Coos,President,,IND,Ron Paul,False,4
Keene,Cheshire,President,,IND,Ron Paul,False,26
Kensington,Rockingham,President,,IND,Ron Paul,False,2
Kilkenny,Coos,President,,IND,Ron Paul,False,0
Kingston,Rockingham,President,,IND,Ron Paul,False,2
Laconia,Belknap,President,,IND,Ron Paul,False,14
Lancaster,Coos,President,,IND,Ron Paul,False,4
Landaff,Grafton,President,,IND,Ron Paul,False,0
Langdon,Sullivan,President,,IND,Ron Paul,False,1
Lebanon,Grafton,President,,IND,Ron Paul,False,4
Lee,Strafford,President,,IND,Ron Paul,False,9
Lempster,Sullivan,President,,IND,Ron Paul,False,2
Lincoln,Grafton,President,,IND,Ron Paul,False,0
Lisbon,Grafton,President,,IND,Ron Paul,False,2
Litchfield,Hillsborough,President,,IND,Ron Paul,False,0
Littleton,Grafton,President,,IND,Ron Paul,False,7
Livermore,Grafton,President,,IND,Ron Paul,False,0
Londonderry,Rockingham,President,,IND,Ron Paul,False,3
Loudon,Merrimack,President,,IND,Ron Paul,False,6
Low & Burbank's Grant,Coos,President,,IND,Ron Paul,False,0
Lyman,Grafton,President,,IND,Ron Paul,False,0
Lyme,Grafton,President,,IND,Ron Paul,False,0
Lyndeborough,Hillsborough,President,,IND,Ron Paul,False,2
Madbury,Strafford,President,,IND,Ron Paul,False,4
Madison,Carroll,President,,IND,Ron Paul,False,2
Manchester,Hillsborough,President,,IND,Ron Paul,False,93
Marlborough,Cheshire,President,,IND,Ron Paul,False,2
Marlow,Cheshire,President,,IND,Ron Paul,False,2
Martin's Location,Coos,President,,IND,Ron Paul,False,0
Mason,Hillsborough,President,,IND,Ron Paul,False,1
Meredith,Belknap,President,,IND,Ron Paul,False,0
Merrimack,Hillsborough,President,,IND,Ron Paul,False,0
Middleton,Strafford,President,,IND,Ron Paul,False,2
Milan,Coos,President,,IND,Ron Paul,False,1
Milford,Hillsborough,President,,IND,Ron Paul,False,20
Millsfield,Coos,President,,IND,Ron Paul,False,0
Milton,Strafford,President,,IND,Ron Paul,False,11
Monroe,Grafton,President,,IND,Ron Paul,False,0
Mont Vernon,Hillsborough,President,,IND,Ron Paul,False,0
Moultonborough,Carroll,President,,IND,Ron Paul,False,0
Nashua,Hillsborough,President,,IND,Ron Paul,False,84
Nelson,Cheshire,President,,IND,Ron Paul,False,2
New Boston,Hillsborough,President,,IND,Ron Paul,False,9
New Castle,Rockingham,President,,IND,Ron Paul,False,0
New Durham,Strafford,President,,IND,Ron Paul,False,10
New Hampton,Belknap,President,,IND,Ron Paul,False,3
New Ipswich,Hillsborough,President,,IND,Ron Paul,False,9
New London,Merrimack,President,,IND,Ron Paul,False,3
Newbury,Merrimack,President,,IND,Ron Paul,False,5
Newfields,Rockingham,President,,IND,Ron Paul,False,2
Newington,Rockingham,President,,IND,Ron Paul,False,1
Newmarket,Rockingham,President,,IND,Ron Paul,False,8
Newport,Sullivan,President,,IND,Ron Paul,False,1
Newton,Rockingham,President,,IND,Ron Paul,False,3
North Hampton,Rockingham,President,,IND,Ron Paul,False,2
Northfield,Merrimack,President,,IND,Ron Paul,False,13
Northumberland,Coos,President,,IND,Ron Paul,False,10
Northwood,Rockingham,President,,IND,Ron Paul,False,9
Nottingham,Rockingham,President,,IND,Ron Paul,False,3
Odell,Coos,President,,IND,Ron Paul,False,0
Orange,Grafton,President,,IND,Ron Paul,False,0
Orford,Grafton,President,,IND,Ron Paul,False,0
Ossipee,Carroll,President,,IND,Ron Paul,False,6
Pelham,Hillsborough,President,,IND,Ron Paul,False,10
Pembroke,Merrimack,President,,IND,Ron Paul,False,11
Peterborough,Hillsborough,President,,IND,Ron Paul,False,1
Piermont,Grafton,President,,IND,Ron Paul,False,0
Pinkham's Grant,Coos,President,,IND,Ron Paul,False,0
Pittsburg,Coos,President,,IND,Ron Paul,False,2
Pittsfield,Merrimack,President,,IND,Ron Paul,False,10
Plainfield,Sullivan,President,,IND,Ron Paul,False,2
Plaistow,Rockingham,President,,IND,Ron Paul,False,7
Plymouth,Grafton,President,,IND,Ron Paul,False,14
Portsmouth,Rockingham,President,,IND,Ron Paul,False,8
Randolph,Coos,President,,IND,Ron Paul,False,0
Raymond,Rockingham,President,,IND,Ron Paul,False,17
Richmond,Cheshire,President,,IND,Ron Paul,False,6
Rindge,Cheshire,President,,IND,Ron Paul,False,10
Rochester,Strafford,President,,IND,Ron Paul,False,36
Rollinsford,Strafford,President,,IND,Ron Paul,False,7
Roxbury,Cheshire,President,,IND,Ron Paul,False,0
Rumney,Grafton,President,,IND,Ron Paul,False,0
Rye,Rockingham,President,,IND,Ron Paul,False,1
Salem,Rockingham,President,,IND,Ron Paul,False,6
Salisbury,Merrimack,President,,IND,Ron Paul,False,1
Sanbornton,Belknap,President,,IND,Ron Paul,False,5
Sandown,Rockingham,President,,IND,Ron Paul,False,8
Sandwich,Carroll,President,,IND,Ron Paul,False,1
Sargent's Purchase,Coos,President,,IND,Ron Paul,False,0
Seabrook,Rockingham,President,,IND,Ron Paul,False,10
Second College Grant,Coos,President,,IND,Ron Paul,False,0
Sharon,Hillsborough,President,,IND,Ron Paul,False,0
Shelburne,Coos,President,,IND,Ron Paul,False,0
Somersworth,Strafford,President,,IND,Ron Paul,False,21
South Hampton,Rockingham,President,,IND,Ron Paul,False,0
Springfield,Sullivan,President,,IND,Ron Paul,False,3
Stark,Coos,President,,IND,Ron Paul,False,0
Stewartstown,Coos,President,,IND,Ron Paul,False,1
Stoddard,Cheshire,President,,IND,Ron Paul,False,0
Strafford,Strafford,President,,IND,Ron Paul,False,2
Stratford,Coos,President,,IND,Ron Paul,False,0
Stratham,Rockingham,President,,IND,Ron Paul,False,5
Success,Coos,President,,IND,Ron Paul,False,0
Sugar Hill,Grafton,President,,IND,Ron Paul,False,1
Sullivan,Cheshire,President,,IND,Ron Paul,False,0
Sunapee,Sullivan,President,,IND,Ron Paul,False,8
Surry,Cheshire,President,,IND,Ron Paul,False,3
Sutton,Merrimack,President,,IND,Ron Paul,False,0
Swanzey,Cheshire,President,,IND,Ron Paul,False,7
Tamworth,Carroll,President,,IND,Ron Paul,False,5
Temple,Hillsborough,President,,IND,Ron Paul,False,3
Thompson & Meserve's Pur.,Coos,President,,IND,Ron Paul,False,0
Thornton,Grafton,President,,IND,Ron Paul,False,4
Tilton,Belknap,President,,IND,Ron Paul,False,8
Troy,Cheshire,President,,IND,Ron Paul,False,8
Tuftonboro,Carroll,President,,IND,Ron Paul,False,9
Unity,Sullivan,President,,IND,Ron Paul,False,0
Wakefield,Carroll,President,,IND,Ron Paul,False,12
Walpole,Cheshire,President,,IND,Ron Paul,False,4
Warner,Merrimack,President,,IND,Ron Paul,False,5
Warren,Grafton,President,,IND,Ron Paul,False,7
Washington,Sullivan,President,,IND,Ron Paul,False,3
Waterville Valley,Grafton,President,,IND,Ron Paul,False,0
Weare,Hillsborough,President,,IND,Ron Paul,False,12
Webster,Merrimack,President,,IND,Ron Paul,False,2
Wentworth,Grafton,President,,IND,Ron Paul,False,4
Wentworth's Location,Coos,President,,IND,Ron Paul,False,0
Westmoreland,Cheshire,President,,IND,Ron Paul,False,2
Whitefield,Coos,President,,IND,Ron Paul,False,0
Wilmot,Merrimack,President,,IND,Ron Paul,False,0
Wilton,Hillsborough,President,,IND,Ron Paul,False,0
Winchester,Cheshire,President,,IND,Ron Paul,False,5
Windham,Rockingham,President,,IND,Ron Paul,False,8
Windsor,Hillsborough,President,,IND,Ron Paul,False,0
Wolfeboro,Carroll,President,,IND,Ron Paul,False,20
Woodstock,Grafton,President,,IND,Ron Paul,False,2
Acworth,Sullivan,President,,IND,Jill Stein,False,1
Albany,Carroll,President,,IND,Jill Stein,False,0
Alexandria,Grafton,President,,IND,Jill Stein,False,0
Allenstown,Merrimack,President,,IND,Jill Stein,False,4
Alstead,Cheshire,President,,IND,Jill Stein,False,0
Alton,Belknap,President,,IND,Jill Stein,False,1
Amherst,Hillsborough,President,,IND,Jill Stein,False,4
Andover,Merrimack,President,,IND,Jill Stein,False,0
Antrim,Hillsborough,President,,IND,Jill Stein,False,0
Ashland,Grafton,President,,IND,Jill Stein,False,0
At. & Gil. Academy Grant,Coos,President,,IND,Jill Stein,False,0
Atkinson,Rockingham,President,,IND,Jill Stein,False,0
Auburn,Rockingham,President,,IND,Jill Stein,False,3
Barnstead,Belknap,President,,IND,Jill Stein,False,1
Barrington,Strafford,President,,IND,Jill Stein,False,3
Bartlett,Carroll,President,,IND,Jill Stein,False,0
Bath,Grafton,President,,IND,Jill Stein,False,0
Bean's Grant,Coos,President,,IND,Jill Stein,False,0
Bean's Purchase,Coos,President,,IND,Jill Stein,False,0
Bedford,Hillsborough,President,,IND,Jill Stein,False,3
Belmont,Belknap,President,,IND,Jill Stein,False,3
Bennington,Hillsborough,President,,IND,Jill Stein,False,1
Benton,Grafton,President,,IND,Jill Stein,False,0
Berlin,Coos,President,,IND,Jill Stein,False,1
Bethlehem,Grafton,President,,IND,Jill Stein,False,1
Boscawen,Merrimack,President,,IND,Jill Stein,False,0
Bow,Merrimack,President,,IND,Jill Stein,False,2
Bradford,Merrimack,President,,IND,Jill Stein,False,2
Brentwood,Rockingham,President,,IND,Jill Stein,False,2
Bridgewater,Grafton,President,,IND,Jill Stein,False,0
Bristol,Grafton,President,,IND,Jill Stein,False,0
Brookfield,Carroll,President,,IND,Jill Stein,False,0
Brookline,Hillsborough,President,,IND,Jill Stein,False,1
Cambridge,Coos,President,,IND,Jill Stein,False,0
Campton,Grafton,President,,IND,Jill Stein,False,3
Canaan,Grafton,President,,IND,Jill Stein,False,4
Candia,Rockingham,President,,IND,Jill Stein,False,0
Canterbury,Merrimack,President,,IND,Jill Stein,False,0
Carroll,Coos,President,,IND,Jill Stein,False,0
Center Harbor,Belknap,President,,IND,Jill Stein,False,0
Chandler's Purchase,Coos,President,,IND,Jill Stein,False,0
Charlestown,Sullivan,President,,IND,Jill Stein,False,1
Chatham,Carroll,President,,IND,Jill Stein,False,2
Chester,Rockingham,President,,IND,Jill Stein,False,0
Chesterfield,Cheshire,President,,IND,Jill Stein,False,1
Chichester,Merrimack,President,,IND,Jill Stein,False,0
Claremont,Sullivan,President,,IND,Jill Stein,False,2
Clarksville,Coos,President,,IND,Jill Stein,False,0
Colebrook,Coos,President,,IND,Jill Stein,False,0
Columbia,Coos,President,,IND,Jill Stein,False,0
Concord,Merrimack,President,,IND,Jill Stein,False,7
Conway,Carroll,President,,IND,Jill Stein,False,4
Cornish,Sullivan,President,,IND,Jill Stein,False,0
Crawford's Purchase,Coos,President,,IND,Jill Stein,False,0
Croydon,Sullivan,President,,IND,Jill Stein,False,0
Cutt's Grant,Coos,President,,IND,Jill Stein,False,0
Dalton,Coos,President,,IND,Jill Stein,False,0
Danbury,Merrimack,President,,IND,Jill Stein,False,0
Danville,Rockingham,President,,IND,Jill Stein,False,0
Deerfield,Rockingham,President,,IND,Jill Stein,False,0
Deering,Hillsborough,President,,IND,Jill Stein,False,1
Derry,Rockingham,President,,IND,Jill Stein,False,8
Dix's Grant,Coos,President,,IND,Jill Stein,False,0
Dixville,Coos,President,,IND,Jill Stein,False,0
Dorchester,Grafton,President,,IND,Jill Stein,False,3
Dover,Strafford,President,,IND,Jill Stein,False,18
Dublin,Cheshire,President,,IND,Jill Stein,False,0
Dummer,Coos,President,,IND,Jill Stein,False,0
Dunbarton,Merrimack,President,,IND,Jill Stein,False,0
Durham,Strafford,President,,IND,Jill Stein,False,0
East Kingston,Rockingham,President,,IND,Jill Stein,False,1
Easton,Grafton,President,,IND,Jill Stein,False,0
Eaton,Carroll,President,,IND,Jill Stein,False,1
Effingham,Carroll,President,,IND,Jill Stein,False,0
Ellsworth,Grafton,President,,IND,Jill Stein,False,0
Enfield,Grafton,President,,IND,Jill Stein,False,0
Epping,Rockingham,President,,IND,Jill Stein,False,0
Epsom,Merrimack,President,,IND,Jill Stein,False,0
Errol,Coos,President,,IND,Jill Stein,False,0
Erving's Location,Coos,President,,IND,Jill Stein,False,0
Exeter,Rockingham,President,,IND,Jill Stein,False,0
Farmington,Strafford,President,,IND,Jill Stein,False,0
Fitzwilliam,Cheshire,President,,IND,Jill Stein,False,1
Francestown,Hillsborough,President,,IND,Jill Stein,False,0
Franconia,Grafton,President,,IND,Jill Stein,False,0
Franklin,Merrimack,President,,IND,Jill Stein,False,1
Freedom,Carroll,President,,IND,Jill Stein,False,1
Fremont,Rockingham,President,,IND,Jill Stein,False,0
Gilford,Belknap,President,,IND,Jill Stein,False,4
Gilmanton,Belknap,President,,IND,Jill Stein,False,1
Gilsum,Cheshire,President,,IND,Jill Stein,False,0
Goffstown,Hillsborough,President,,IND,Jill Stein,False,0
Gorham,Coos,President,,IND,Jill Stein,False,0
Goshen,Sullivan,President,,IND,Jill Stein,False,0
Grafton,Grafton,President,,IND,Jill Stein,False,0
Grantham,Sullivan,President,,IND,Jill Stein,False,0
Green's Grant,Coos,President,,IND,Jill Stein,False,0
Greenfield,Hillsborough,President,,IND,Jill Stein,False,0
Greenland,Rockingham,President,,IND,Jill Stein,False,0
Greenville,Hillsborough,President,,IND,Jill Stein,False,1
Groton,Grafton,President,,IND,Jill Stein,False,0
Hadley's Purchase,Coos,President,,IND,Jill Stein,False,0
Hale's Location,Carroll,President,,IND,Jill Stein,False,0
Hampstead,Rockingham,President,,IND,Jill Stein,False,3
Hampton,Rockingham,President,,IND,Jill Stein,False,2
Hampton Falls,Rockingham,President,,IND,Jill Stein,False,0
Hancock,Hillsborough,President,,IND,Jill Stein,False,1
Hanover,Grafton,President,,IND,Jill Stein,False,16
Harrisville,Cheshire,President,,IND,Jill Stein,False,0
Hart's Location,Carroll,President,,IND,Jill Stein,False,0
Haverhill,Grafton,President,,IND,Jill Stein,False,0
Hebron,Grafton,President,,IND,Jill Stein,False,0
Henniker,Merrimack,President,,IND,Jill Stein,False,2
Hill,Merrimack,President,,IND,Jill Stein,False,2
Hillsborough,Hillsborough,President,,IND,Jill Stein,False,3
Hinsdale,Cheshire,President,,IND,Jill Stein,False,0
Holderness,Grafton,President,,IND,Jill Stein,False,1
Hollis,Hillsborough,President,,IND,Jill Stein,False,6
Hooksett,Merrimack,President,,IND,Jill Stein,False,3
Hopkinton,Merrimack,President,,IND,Jill Stein,False,0
Hudson,Hillsborough,President,,IND,Jill Stein,False,5
Jackson,Carroll,President,,IND,Jill Stein,False,2
Jaffrey,Cheshire,President,,IND,Jill Stein,False,3
Jefferson,Coos,President,,IND,Jill Stein,False,0
Keene,Cheshire,President,,IND,Jill Stein,False,16
Kensington,Rockingham,President,,IND,Jill Stein,False,2
Kilkenny,Coos,President,,IND,Jill Stein,False,0
Kingston,Rockingham,President,,IND,Jill Stein,False,1
Laconia,Belknap,President,,IND,Jill Stein,False,1
Lancaster,Coos,President,,IND,Jill Stein,False,1
Landaff,Grafton,President,,IND,Jill Stein,False,0
Langdon,Sullivan,President,,IND,Jill Stein,False,0
Lebanon,Grafton,President,,IND,Jill Stein,False,7
Lee,Strafford,President,,IND,Jill Stein,False,4
Lempster,Sullivan,President,,IND,Jill Stein,False,0
Lincoln,Grafton,President,,IND,Jill Stein,False,0
Lisbon,Grafton,President,,IND,Jill Stein,False,0
Litchfield,Hillsborough,President,,IND,Jill Stein,False,0
Littleton,Grafton,President,,IND,Jill Stein,False,2
Livermore,Grafton,President,,IND,Jill Stein,False,0
Londonderry,Rockingham,President,,IND,Jill Stein,False,7
Loudon,Merrimack,President,,IND,Jill Stein,False,1
Low & Burbank's Grant,Coos,President,,IND,Jill Stein,False,0
Lyman,Grafton,President,,IND,Jill Stein,False,0
Lyme,Grafton,President,,IND,Jill Stein,False,0
Lyndeborough,Hillsborough,President,,IND,Jill Stein,False,1
Madbury,Strafford,President,,IND,Jill Stein,False,0
Madison,Carroll,President,,IND,Jill Stein,False,2
Manchester,Hillsborough,President,,IND,Jill Stein,False,17
Marlborough,Cheshire,President,,IND,Jill Stein,False,0
Marlow,Cheshire,President,,IND,Jill Stein,False,0
Martin's Location,Coos,President,,IND,Jill Stein,False,0
Mason,Hillsborough,President,,IND,Jill Stein,False,1
Meredith,Belknap,President,,IND,Jill Stein,False,0
Merrimack,Hillsborough,President,,IND,Jill Stein,False,0
Middleton,Strafford,President,,IND,Jill Stein,False,2
Milan,Coos,President,,IND,Jill Stein,False,0
Milford,Hillsborough,President,,IND,Jill Stein,False,5
Millsfield,Coos,President,,IND,Jill Stein,False,0
Milton,Strafford,President,,IND,Jill Stein,False,1
Monroe,Grafton,President,,IND,Jill Stein,False,0
Mont Vernon,Hillsborough,President,,IND,Jill Stein,False,1
Moultonborough,Carroll,President,,IND,Jill Stein,False,0
Nashua,Hillsborough,President,,IND,Jill Stein,False,25
Nelson,Cheshire,President,,IND,Jill Stein,False,2
New Boston,Hillsborough,President,,IND,Jill Stein,False,1
New Castle,Rockingham,President,,IND,Jill Stein,False,0
New Durham,Strafford,President,,IND,Jill Stein,False,0
New Hampton,Belknap,President,,IND,Jill Stein,False,1
New Ipswich,Hillsborough,President,,IND,Jill Stein,False,1
New London,Merrimack,President,,IND,Jill Stein,False,2
Newbury,Merrimack,President,,IND,Jill Stein,False,2
Newfields,Rockingham,President,,IND,Jill Stein,False,1
Newington,Rockingham,President,,IND,Jill Stein,False,0
Newmarket,Rockingham,President,,IND,Jill Stein,False,2
Newport,Sullivan,President,,IND,Jill Stein,False,0
Newton,Rockingham,President,,IND,Jill Stein,False,1
North Hampton,Rockingham,President,,IND,Jill Stein,False,2
Northfield,Merrimack,President,,IND,Jill Stein,False,0
Northumberland,Coos,President,,IND,Jill Stein,False,0
Northwood,Rockingham,President,,IND,Jill Stein,False,1
Nottingham,Rockingham,President,,IND,Jill Stein,False,2
Odell,Coos,President,,IND,Jill Stein,False,0
Orange,Grafton,President,,IND,Jill Stein,False,0
Orford,Grafton,President,,IND,Jill Stein,False,0
Ossipee,Carroll,President,,IND,Jill Stein,False,0
Pelham,Hillsborough,President,,IND,Jill Stein,False,0
Pembroke,Merrimack,President,,IND,Jill Stein,False,1
Peterborough,Hillsborough,President,,IND,Jill Stein,False,1
Piermont,Grafton,President,,IND,Jill Stein,False,0
Pinkham's Grant,Coos,President,,IND,Jill Stein,False,0
Pittsburg,Coos,President,,IND,Jill Stein,False,0
Pittsfield,Merrimack,President,,IND,Jill Stein,False,0
Plainfield,Sullivan,President,,IND,Jill Stein,False,1
Plaistow,Rockingham,President,,IND,Jill Stein,False,1
Plymouth,Grafton,President,,IND,Jill Stein,False,10
Portsmouth,Rockingham,President,,IND,Jill Stein,False,4
Randolph,Coos,President,,IND,Jill Stein,False,0
Raymond,Rockingham,President,,IND,Jill Stein,False,1
Richmond,Cheshire,President,,IND,Jill Stein,False,1
Rindge,Cheshire,President,,IND,Jill Stein,False,2
Rochester,Strafford,President,,IND,Jill Stein,False,6
Rollinsford,Strafford,President,,IND,Jill Stein,False,1
Roxbury,Cheshire,President,,IND,Jill Stein,False,0
Rumney,Grafton,President,,IND,Jill Stein,False,0
Rye,Rockingham,President,,IND,Jill Stein,False,1
Salem,Rockingham,President,,IND,Jill Stein,False,2
Salisbury,Merrimack,President,,IND,Jill Stein,False,0
Sanbornton,Belknap,President,,IND,Jill Stein,False,2
Sandown,Rockingham,President,,IND,Jill Stein,False,0
Sandwich,Carroll,President,,IND,Jill Stein,False,2
Sargent's Purchase,Coos,President,,IND,Jill Stein,False,0
Seabrook,Rockingham,President,,IND,Jill Stein,False,2
Second College Grant,Coos,President,,IND,Jill Stein,False,0
Sharon,Hillsborough,President,,IND,Jill Stein,False,0
Shelburne,Coos,President,,IND,Jill Stein,False,0
Somersworth,Strafford,President,,IND,Jill Stein,False,3
South Hampton,Rockingham,President,,IND,Jill Stein,False,0
Springfield,Sullivan,President,,IND,Jill Stein,False,0
Stark,Coos,President,,IND,Jill Stein,False,0
Stewartstown,Coos,President,,IND,Jill Stein,False,0
Stoddard,Cheshire,President,,IND,Jill Stein,False,0
Strafford,Strafford,President,,IND,Jill Stein,False,1
Stratford,Coos,President,,IND,Jill Stein,False,0
Stratham,Rockingham,President,,IND,Jill Stein,False,0
